Date,Price,Car Type,Avg Price,Last 30 days,Last 90 days,YoY Change
09-06-2013,7613.068643602416,2001 4Runner,10964,8.2,6.18,-6.4
11-06-2013,7497.984497444634,2001 4Runner,10964,8.2,6.18,-6.4
01-06-2014,7472.1531693862025,2001 4Runner,10964,8.2,6.18,-6.4
03-08-2014,7549.471752597921,2001 4Runner,10964,8.2,6.18,-6.4
05-08-2014,7556.634050818983,2001 4Runner,10964,8.2,6.18,-6.4
07-08-2014,7616.901705096635,2001 4Runner,10964,8.2,6.18,-6.4
09-07-2014,7392.434879579999,2001 4Runner,10964,8.2,6.18,-6.4
11-07-2014,7190.254253392058,2001 4Runner,10964,8.2,6.18,-6.4
01-07-2015,7176.78824671209,2001 4Runner,10964,8.2,6.18,-6.4
03-09-2015,7293.641111198863,2001 4Runner,10964,8.2,6.18,-6.4
05-09-2015,7265.784155597723,2001 4Runner,10964,8.2,6.18,-6.4
07-09-2015,7268.664611617116,2001 4Runner,10964,8.2,6.18,-6.4
09-08-2015,7118.767250801516,2001 4Runner,10964,8.2,6.18,-6.4
11-08-2015,6884.526963495575,2001 4Runner,10964,8.2,6.18,-6.4
01-08-2016,6876.080087603849,2001 4Runner,10964,8.2,6.18,-6.4
03-09-2016,6898.06778425656,2001 4Runner,10964,8.2,6.18,-6.4
05-09-2016,7080.958086389624,2001 4Runner,10964,8.2,6.18,-6.4
07-09-2016,7222.843072017745,2001 4Runner,10964,8.2,6.18,-6.4
09-08-2016,6606.411276100452,2001 4Runner,10964,8.2,6.18,-6.4
11-08-2016,6499.364476024605,2001 4Runner,10964,8.2,6.18,-6.4
01-08-2017,6572.043065619968,2001 4Runner,10964,8.2,6.18,-6.4
